mid-case,lowREcost,highREcost,95decarb2035,electrification
168.2,133.1,172.4,89.0,165.1
182.8,156.7,189.3,93.2,187.5
226.0,191.8,210.6,113.9,226.8
240.8,205.8,223.2,116.2,244.0
240.7,201.8,223.2,116.6,242.9
230.9,195.9,214.7,114.9,231.0
230.6,197.2,214.8,114.4,227.9
232.5,197.8,220.3,117.1,229.0
230.4,198.4,217.0,117.4,229.8
226.5,189.7,207.2,114.1,224.1
222.6,179.0,202.8,111.1,223.4
219.6,172.0,201.1,109.6,222.1
216.8,171.0,200.3,109.4,221.4
216.7,167.1,198.9,109.1,220.7
216.0,165.9,195.0,107.8,219.3
219.7,166.8,195.7,107.9,219.3
196.6,139.0,183.8,101.2,193.9
171.7,120.6,172.2,92.3,170.1
165.8,121.0,169.6,88.3,161.1
164.3,120.8,165.7,87.4,159.8
160.4,119.3,165.3,85.2,158.5
161.8,123.1,168.8,85.0,157.9
161.4,125.1,169.7,86.3,160.0
160.9,125.9,169.4,87.3,162.0
168.2,133.1,172.4,89.0,165.1
182.8,156.7,189.3,93.2,187.5
226.0,191.8,210.6,113.9,226.8
240.8,205.8,223.2,116.2,244.0
240.7,201.8,223.2,116.6,242.9
230.9,195.9,214.7,114.9,231.0
230.6,197.2,214.8,114.4,227.9
232.5,197.8,220.3,117.1,229.0
230.4,198.4,217.0,117.4,229.8
226.5,189.7,207.2,114.1,224.1
222.6,179.0,202.8,111.1,223.4
219.6,172.0,201.1,109.6,222.1
216.8,171.0,200.3,109.4,221.4
216.7,167.1,198.9,109.1,220.7
216.0,165.9,195.0,107.8,219.3
219.7,166.8,195.7,107.9,219.3
196.6,139.0,183.8,101.2,193.9
171.7,120.6,172.2,92.3,170.1
165.8,121.0,169.6,88.3,161.1
164.3,120.8,165.7,87.4,159.8
160.4,119.3,165.3,85.2,158.5
161.8,123.1,168.8,85.0,157.9
161.4,125.1,169.7,86.3,160.0
160.9,125.9,169.4,87.3,162.0
168.2,133.1,172.4,89.0,165.1
182.8,156.7,189.3,93.2,187.5
226.0,191.8,210.6,113.9,226.8
240.8,205.8,223.2,116.2,244.0
240.7,201.8,223.2,116.6,242.9
230.9,195.9,214.7,114.9,231.0
230.6,197.2,214.8,114.4,227.9
232.5,197.8,220.3,117.1,229.0
230.4,198.4,217.0,117.4,229.8
226.5,189.7,207.2,114.1,224.1
222.6,179.0,202.8,111.1,223.4
219.6,172.0,201.1,109.6,222.1
216.8,171.0,200.3,109.4,221.4
216.7,167.1,198.9,109.1,220.7
216.0,165.9,195.0,107.8,219.3
219.7,166.8,195.7,107.9,219.3
196.6,139.0,183.8,101.2,193.9
171.7,120.6,172.2,92.3,170.1
165.8,121.0,169.6,88.3,161.1
164.3,120.8,165.7,87.4,159.8
160.4,119.3,165.3,85.2,158.5
161.8,123.1,168.8,85.0,157.9
161.4,125.1,169.7,86.3,160.0
160.9,125.9,169.4,87.3,162.0
168.2,133.1,172.4,89.0,165.1
182.8,156.7,189.3,93.2,187.5
226.0,191.8,210.6,113.9,226.8
240.8,205.8,223.2,116.2,244.0
240.7,201.8,223.2,116.6,242.9
230.9,195.9,214.7,114.9,231.0
230.6,197.2,214.8,114.4,227.9
232.5,197.8,220.3,117.1,229.0
230.4,198.4,217.0,117.4,229.8
226.5,189.7,207.2,114.1,224.1
222.6,179.0,202.8,111.1,223.4
219.6,172.0,201.1,109.6,222.1
216.8,171.0,200.3,109.4,221.4
216.7,167.1,198.9,109.1,220.7
216.0,165.9,195.0,107.8,219.3
219.7,166.8,195.7,107.9,219.3
196.6,139.0,183.8,101.2,193.9
171.7,120.6,172.2,92.3,170.1
165.8,121.0,169.6,88.3,161.1
164.3,120.8,165.7,87.4,159.8
160.4,119.3,165.3,85.2,158.5
161.8,123.1,168.8,85.0,157.9
161.4,125.1,169.7,86.3,160.0
160.9,125.9,169.4,87.3,162.0
168.2,133.1,172.4,89.0,165.1
182.8,156.7,189.3,93.2,187.5
226.0,191.8,210.6,113.9,226.8
240.8,205.8,223.2,116.2,244.0
240.7,201.8,223.2,116.6,242.9
230.9,195.9,214.7,114.9,231.0
230.6,197.2,214.8,114.4,227.9
232.5,197.8,220.3,117.1,229.0
230.4,198.4,217.0,117.4,229.8
226.5,189.7,207.2,114.1,224.1
222.6,179.0,202.8,111.1,223.4
219.6,172.0,201.1,109.6,222.1
216.8,171.0,200.3,109.4,221.4
216.7,167.1,198.9,109.1,220.7
216.0,165.9,195.0,107.8,219.3
219.7,166.8,195.7,107.9,219.3
196.6,139.0,183.8,101.2,193.9
171.7,120.6,172.2,92.3,170.1
165.8,121.0,169.6,88.3,161.1
164.3,120.8,165.7,87.4,159.8
160.4,119.3,165.3,85.2,158.5
161.8,123.1,168.8,85.0,157.9
161.4,125.1,169.7,86.3,160.0
160.9,125.9,169.4,87.3,162.0
168.2,133.1,172.4,89.0,165.1
182.8,156.7,189.3,93.2,187.5
226.0,191.8,210.6,113.9,226.8
240.8,205.8,223.2,116.2,244.0
240.7,201.8,223.2,116.6,242.9
230.9,195.9,214.7,114.9,231.0
230.6,197.2,214.8,114.4,227.9
232.5,197.8,220.3,117.1,229.0
230.4,198.4,217.0,117.4,229.8
226.5,189.7,207.2,114.1,224.1
222.6,179.0,202.8,111.1,223.4
219.6,172.0,201.1,109.6,222.1
216.8,171.0,200.3,109.4,221.4
216.7,167.1,198.9,109.1,220.7
216.0,165.9,195.0,107.8,219.3
219.7,166.8,195.7,107.9,219.3
196.6,139.0,183.8,101.2,193.9
171.7,120.6,172.2,92.3,170.1
165.8,121.0,169.6,88.3,161.1
164.3,120.8,165.7,87.4,159.8
160.4,119.3,165.3,85.2,158.5
161.8,123.1,168.8,85.0,157.9
161.4,125.1,169.7,86.3,160.0
160.9,125.9,169.4,87.3,162.0
168.2,133.1,172.4,89.0,165.1
182.8,156.7,189.3,93.2,187.5
226.0,191.8,210.6,113.9,226.8
240.8,205.8,223.2,116.2,244.0
240.7,201.8,223.2,116.6,242.9
230.9,195.9,214.7,114.9,231.0
230.6,197.2,214.8,114.4,227.9
232.5,197.8,220.3,117.1,229.0
230.4,198.4,217.0,117.4,229.8
226.5,189.7,207.2,114.1,224.1
222.6,179.0,202.8,111.1,223.4
219.6,172.0,201.1,109.6,222.1
216.8,171.0,200.3,109.4,221.4
216.7,167.1,198.9,109.1,220.7
216.0,165.9,195.0,107.8,219.3
219.7,166.8,195.7,107.9,219.3
196.6,139.0,183.8,101.2,193.9
171.7,120.6,172.2,92.3,170.1
165.8,121.0,169.6,88.3,161.1
164.3,120.8,165.7,87.4,159.8
160.4,119.3,165.3,85.2,158.5
161.8,123.1,168.8,85.0,157.9
161.4,125.1,169.7,86.3,160.0
160.9,125.9,169.4,87.3,162.0
168.2,133.1,172.4,89.0,165.1
182.8,156.7,189.3,93.2,187.5
226.0,191.8,210.6,113.9,226.8
240.8,205.8,223.2,116.2,244.0
240.7,201.8,223.2,116.6,242.9
230.9,195.9,214.7,114.9,231.0
230.6,197.2,214.8,114.4,227.9
232.5,197.8,220.3,117.1,229.0
230.4,198.4,217.0,117.4,229.8
226.5,189.7,207.2,114.1,224.1
222.6,179.0,202.8,111.1,223.4
219.6,172.0,201.1,109.6,222.1
216.8,171.0,200.3,109.4,221.4
216.7,167.1,198.9,109.1,220.7
216.0,165.9,195.0,107.8,219.3
219.7,166.8,195.7,107.9,219.3
196.6,139.0,183.8,101.2,193.9
171.7,120.6,172.2,92.3,170.1
165.8,121.0,169.6,88.3,161.1
164.3,120.8,165.7,87.4,159.8
160.4,119.3,165.3,85.2,158.5
161.8,123.1,168.8,85.0,157.9
161.4,125.1,169.7,86.3,160.0
160.9,125.9,169.4,87.3,162.0
168.2,133.1,172.4,89.0,165.1
182.8,156.7,189.3,93.2,187.5
226.0,191.8,210.6,113.9,226.8
240.8,205.8,223.2,116.2,244.0
240.7,201.8,223.2,116.6,242.9
230.9,195.9,214.7,114.9,231.0
230.6,197.2,214.8,114.4,227.9
232.5,197.8,220.3,117.1,229.0
230.4,198.4,217.0,117.4,229.8
226.5,189.7,207.2,114.1,224.1
222.6,179.0,202.8,111.1,223.4
219.6,172.0,201.1,109.6,222.1
216.8,171.0,200.3,109.4,221.4
216.7,167.1,198.9,109.1,220.7
216.0,165.9,195.0,107.8,219.3
219.7,166.8,195.7,107.9,219.3
196.6,139.0,183.8,101.2,193.9
171.7,120.6,172.2,92.3,170.1
165.8,121.0,169.6,88.3,161.1
164.3,120.8,165.7,87.4,159.8
160.4,119.3,165.3,85.2,158.5
161.8,123.1,168.8,85.0,157.9
161.4,125.1,169.7,86.3,160.0
160.9,125.9,169.4,87.3,162.0
168.2,133.1,172.4,89.0,165.1
182.8,156.7,189.3,93.2,187.5
226.0,191.8,210.6,113.9,226.8
240.8,205.8,223.2,116.2,244.0
240.7,201.8,223.2,116.6,242.9
230.9,195.9,214.7,114.9,231.0
230.6,197.2,214.8,114.4,227.9
232.5,197.8,220.3,117.1,229.0
230.4,198.4,217.0,117.4,229.8
226.5,189.7,207.2,114.1,224.1
241.9,219.6,213.8,119.8,239.1
240.7,211.3,208.9,117.9,234.0
240.0,209.7,207.2,118.4,236.6
239.0,210.7,206.2,117.9,237.4
238.3,210.0,206.5,117.6,237.1
238.8,210.0,207.9,116.4,238.1
238.5,206.8,210.3,118.5,235.2
210.2,173.0,188.7,106.4,200.6
182.8,150.6,169.5,92.1,173.4
180.8,149.6,172.5,91.4,170.7
179.5,153.3,173.9,91.3,170.8
182.6,152.2,175.5,90.2,171.9
183.3,151.8,175.4,90.8,172.1
182.0,148.6,174.0,91.1,169.6
190.9,166.9,181.0,96.1,182.7
227.1,221.0,206.3,111.0,226.2
248.9,235.7,221.5,125.5,247.5
255.2,242.0,228.9,125.8,256.6
255.8,240.7,230.0,128.2,257.4
250.5,238.3,222.8,126.8,249.4
249.8,237.1,218.3,125.6,245.8
250.8,235.4,224.5,126.2,245.9
251.9,235.1,224.1,127.6,248.1
248.2,232.4,222.3,125.8,245.9
241.9,219.6,213.8,119.8,239.1
240.7,211.3,208.9,117.9,234.0
240.0,209.7,207.2,118.4,236.6
239.0,210.7,206.2,117.9,237.4
238.3,210.0,206.5,117.6,237.1
238.8,210.0,207.9,116.4,238.1
238.5,206.8,210.3,118.5,235.2
210.2,173.0,188.7,106.4,200.6
182.8,150.6,169.5,92.1,173.4
180.8,149.6,172.5,91.4,170.7
179.5,153.3,173.9,91.3,170.8
182.6,152.2,175.5,90.2,171.9
183.3,151.8,175.4,90.8,172.1
182.0,148.6,174.0,91.1,169.6
190.9,166.9,181.0,96.1,182.7
227.1,221.0,206.3,111.0,226.2
248.9,235.7,221.5,125.5,247.5
255.2,242.0,228.9,125.8,256.6
255.8,240.7,230.0,128.2,257.4
250.5,238.3,222.8,126.8,249.4
249.8,237.1,218.3,125.6,245.8
250.8,235.4,224.5,126.2,245.9
251.9,235.1,224.1,127.6,248.1
248.2,232.4,222.3,125.8,245.9
241.9,219.6,213.8,119.8,239.1
240.7,211.3,208.9,117.9,234.0
240.0,209.7,207.2,118.4,236.6
239.0,210.7,206.2,117.9,237.4
238.3,210.0,206.5,117.6,237.1
238.8,210.0,207.9,116.4,238.1
238.5,206.8,210.3,118.5,235.2
210.2,173.0,188.7,106.4,200.6
182.8,150.6,169.5,92.1,173.4
180.8,149.6,172.5,91.4,170.7
179.5,153.3,173.9,91.3,170.8
182.6,152.2,175.5,90.2,171.9
183.3,151.8,175.4,90.8,172.1
182.0,148.6,174.0,91.1,169.6
190.9,166.9,181.0,96.1,182.7
227.1,221.0,206.3,111.0,226.2
248.9,235.7,221.5,125.5,247.5
255.2,242.0,228.9,125.8,256.6
255.8,240.7,230.0,128.2,257.4
250.5,238.3,222.8,126.8,249.4
249.8,237.1,218.3,125.6,245.8
250.8,235.4,224.5,126.2,245.9
251.9,235.1,224.1,127.6,248.1
248.2,232.4,222.3,125.8,245.9
241.9,219.6,213.8,119.8,239.1
240.7,211.3,208.9,117.9,234.0
240.0,209.7,207.2,118.4,236.6
239.0,210.7,206.2,117.9,237.4
238.3,210.0,206.5,117.6,237.1
238.8,210.0,207.9,116.4,238.1
238.5,206.8,210.3,118.5,235.2
210.2,173.0,188.7,106.4,200.6
182.8,150.6,169.5,92.1,173.4
180.8,149.6,172.5,91.4,170.7
179.5,153.3,173.9,91.3,170.8
182.6,152.2,175.5,90.2,171.9
183.3,151.8,175.4,90.8,172.1
182.0,148.6,174.0,91.1,169.6
190.9,166.9,181.0,96.1,182.7
227.1,221.0,206.3,111.0,226.2
248.9,235.7,221.5,125.5,247.5
255.2,242.0,228.9,125.8,256.6
255.8,240.7,230.0,128.2,257.4
250.5,238.3,222.8,126.8,249.4
249.8,237.1,218.3,125.6,245.8
250.8,235.4,224.5,126.2,245.9
251.9,235.1,224.1,127.6,248.1
248.2,232.4,222.3,125.8,245.9
241.9,219.6,213.8,119.8,239.1
240.7,211.3,208.9,117.9,234.0
240.0,209.7,207.2,118.4,236.6
239.0,210.7,206.2,117.9,237.4
238.3,210.0,206.5,117.6,237.1
238.8,210.0,207.9,116.4,238.1
238.5,206.8,210.3,118.5,235.2
210.2,173.0,188.7,106.4,200.6
182.8,150.6,169.5,92.1,173.4
180.8,149.6,172.5,91.4,170.7
179.5,153.3,173.9,91.3,170.8
182.6,152.2,175.5,90.2,171.9
183.3,151.8,175.4,90.8,172.1
182.0,148.6,174.0,91.1,169.6
190.9,166.9,181.0,96.1,182.7
227.1,221.0,206.3,111.0,226.2
248.9,235.7,221.5,125.5,247.5
255.2,242.0,228.9,125.8,256.6
255.8,240.7,230.0,128.2,257.4
250.5,238.3,222.8,126.8,249.4
249.8,237.1,218.3,125.6,245.8
250.8,235.4,224.5,126.2,245.9
251.9,235.1,224.1,127.6,248.1
248.2,232.4,222.3,125.8,245.9
241.9,219.6,213.8,119.8,239.1
240.7,211.3,208.9,117.9,234.0
240.0,209.7,207.2,118.4,236.6
239.0,210.7,206.2,117.9,237.4
238.3,210.0,206.5,117.6,237.1
238.8,210.0,207.9,116.4,238.1
238.5,206.8,210.3,118.5,235.2
210.2,173.0,188.7,106.4,200.6
182.8,150.6,169.5,92.1,173.4
180.8,149.6,172.5,91.4,170.7
179.5,153.3,173.9,91.3,170.8
182.6,152.2,175.5,90.2,171.9
183.3,151.8,175.4,90.8,172.1
182.0,148.6,174.0,91.1,169.6
190.9,166.9,181.0,96.1,182.7
227.1,221.0,206.3,111.0,226.2
248.9,235.7,221.5,125.5,247.5
255.2,242.0,228.9,125.8,256.6
255.8,240.7,230.0,128.2,257.4
250.5,238.3,222.8,126.8,249.4
249.8,237.1,218.3,125.6,245.8
250.8,235.4,224.5,126.2,245.9
251.9,235.1,224.1,127.6,248.1
248.2,232.4,222.3,125.8,245.9
241.9,219.6,213.8,119.8,239.1
240.7,211.3,208.9,117.9,234.0
240.0,209.7,207.2,118.4,236.6
239.0,210.7,206.2,117.9,237.4
238.3,210.0,206.5,117.6,237.1
238.8,210.0,207.9,116.4,238.1
238.5,206.8,210.3,118.5,235.2
210.2,173.0,188.7,106.4,200.6
182.8,150.6,169.5,92.1,173.4
180.8,149.6,172.5,91.4,170.7
179.5,153.3,173.9,91.3,170.8
182.6,152.2,175.5,90.2,171.9
183.3,151.8,175.4,90.8,172.1
182.0,148.6,174.0,91.1,169.6
190.9,166.9,181.0,96.1,182.7
227.1,221.0,206.3,111.0,226.2
248.9,235.7,221.5,125.5,247.5
255.2,242.0,228.9,125.8,256.6
255.8,240.7,230.0,128.2,257.4
250.5,238.3,222.8,126.8,249.4
249.8,237.1,218.3,125.6,245.8
250.8,235.4,224.5,126.2,245.9
251.9,235.1,224.1,127.6,248.1
248.2,232.4,222.3,125.8,245.9
241.9,219.6,213.8,119.8,239.1
240.7,211.3,208.9,117.9,234.0
240.0,209.7,207.2,118.4,236.6
239.0,210.7,206.2,117.9,237.4
238.3,210.0,206.5,117.6,237.1
238.8,210.0,207.9,116.4,238.1
238.5,206.8,210.3,118.5,235.2
210.2,173.0,188.7,106.4,200.6
182.8,150.6,169.5,92.1,173.4
180.8,149.6,172.5,91.4,170.7
179.5,153.3,173.9,91.3,170.8
182.6,152.2,175.5,90.2,171.9
183.3,151.8,175.4,90.8,172.1
182.0,148.6,174.0,91.1,169.6
190.9,166.9,181.0,96.1,182.7
227.1,221.0,206.3,111.0,226.2
248.9,235.7,221.5,125.5,247.5
255.2,242.0,228.9,125.8,256.6
255.8,240.7,230.0,128.2,257.4
250.5,238.3,222.8,126.8,249.4
249.8,237.1,218.3,125.6,245.8
250.8,235.4,224.5,126.2,245.9
251.9,235.1,224.1,127.6,248.1
248.2,232.4,222.3,125.8,245.9
241.9,219.6,213.8,119.8,239.1
240.7,211.3,208.9,117.9,234.0
240.0,209.7,207.2,118.4,236.6
239.0,210.7,206.2,117.9,237.4
238.3,210.0,206.5,117.6,237.1
238.8,210.0,207.9,116.4,238.1
238.5,206.8,210.3,118.5,235.2
210.2,173.0,188.7,106.4,200.6
182.8,150.6,169.5,92.1,173.4
180.8,149.6,172.5,91.4,170.7
179.5,153.3,173.9,91.3,170.8
182.6,152.2,175.5,90.2,171.9
183.3,151.8,175.4,90.8,172.1
182.0,148.6,174.0,91.1,169.6
190.9,166.9,181.0,96.1,182.7
227.1,221.0,206.3,111.0,226.2
248.9,235.7,221.5,125.5,247.5
255.2,242.0,228.9,125.8,256.6
255.8,240.7,230.0,128.2,257.4
250.5,238.3,222.8,126.8,249.4
249.8,237.1,218.3,125.6,245.8
250.8,235.4,224.5,126.2,245.9
251.9,235.1,224.1,127.6,248.1
248.2,232.4,222.3,125.8,245.9
241.9,219.6,213.8,119.8,239.1
240.7,211.3,208.9,117.9,234.0
240.0,209.7,207.2,118.4,236.6
239.0,210.7,206.2,117.9,237.4
238.3,210.0,206.5,117.6,237.1
238.8,210.0,207.9,116.4,238.1
238.5,206.8,210.3,118.5,235.2
210.2,173.0,188.7,106.4,200.6
182.8,150.6,169.5,92.1,173.4
180.8,149.6,172.5,91.4,170.7
179.5,153.3,173.9,91.3,170.8
182.6,152.2,175.5,90.2,171.9
183.3,151.8,175.4,90.8,172.1
182.0,148.6,174.0,91.1,169.6
190.9,166.9,181.0,96.1,182.7
227.1,221.0,206.3,111.0,226.2
248.9,235.7,221.5,125.5,247.5
255.2,242.0,228.9,125.8,256.6
255.8,240.7,230.0,128.2,257.4
250.5,238.3,222.8,126.8,249.4
249.8,237.1,218.3,125.6,245.8
250.8,235.4,224.5,126.2,245.9
251.9,235.1,224.1,127.6,248.1
248.2,232.4,222.3,125.8,245.9
241.9,219.6,213.8,119.8,239.1
240.7,211.3,208.9,117.9,234.0
240.0,209.7,207.2,118.4,236.6
239.0,210.7,206.2,117.9,237.4
238.3,210.0,206.5,117.6,237.1
238.8,210.0,207.9,116.4,238.1
238.5,206.8,210.3,118.5,235.2
210.2,173.0,188.7,106.4,200.6
182.8,150.6,169.5,92.1,173.4
180.8,149.6,172.5,91.4,170.7
179.5,153.3,173.9,91.3,170.8
182.6,152.2,175.5,90.2,171.9
183.3,151.8,175.4,90.8,172.1
182.0,148.6,174.0,91.1,169.6
190.9,166.9,181.0,96.1,182.7
227.1,221.0,206.3,111.0,226.2
248.9,235.7,221.5,125.5,247.5
255.2,242.0,228.9,125.8,256.6
255.8,240.7,230.0,128.2,257.4
250.5,238.3,222.8,126.8,249.4
249.8,237.1,218.3,125.6,245.8
250.8,235.4,224.5,126.2,245.9
251.9,235.1,224.1,127.6,248.1
248.2,232.4,222.3,125.8,245.9
241.9,219.6,213.8,119.8,239.1
240.7,211.3,208.9,117.9,234.0
240.0,209.7,207.2,118.4,236.6
239.0,210.7,206.2,117.9,237.4
238.3,210.0,206.5,117.6,237.1
238.8,210.0,207.9,116.4,238.1
238.5,206.8,210.3,118.5,235.2
210.2,173.0,188.7,106.4,200.6
182.8,150.6,169.5,92.1,173.4
180.8,149.6,172.5,91.4,170.7
179.5,153.3,173.9,91.3,170.8
182.6,152.2,175.5,90.2,171.9
183.3,151.8,175.4,90.8,172.1
182.0,148.6,174.0,91.1,169.6
190.9,166.9,181.0,96.1,182.7
227.1,221.0,206.3,111.0,226.2
248.9,235.7,221.5,125.5,247.5
255.2,242.0,228.9,125.8,256.6
255.8,240.7,230.0,128.2,257.4
250.5,238.3,222.8,126.8,249.4
249.8,237.1,218.3,125.6,245.8
250.8,235.4,224.5,126.2,245.9
251.9,235.1,224.1,127.6,248.1
248.2,232.4,222.3,125.8,245.9
241.9,219.6,213.8,119.8,239.1
240.7,211.3,208.9,117.9,234.0
240.0,209.7,207.2,118.4,236.6
239.0,210.7,206.2,117.9,237.4
238.3,210.0,206.5,117.6,237.1
238.8,210.0,207.9,116.4,238.1
238.5,206.8,210.3,118.5,235.2
210.2,173.0,188.7,106.4,200.6
182.8,150.6,169.5,92.1,173.4
180.8,149.6,172.5,91.4,170.7
179.5,153.3,173.9,91.3,170.8
182.6,152.2,175.5,90.2,171.9
183.3,151.8,175.4,90.8,172.1
182.0,148.6,174.0,91.1,169.6
190.9,166.9,181.0,96.1,182.7
227.1,221.0,206.3,111.0,226.2
248.9,235.7,221.5,125.5,247.5
255.2,242.0,228.9,125.8,256.6
255.8,240.7,230.0,128.2,257.4
250.5,238.3,222.8,126.8,249.4
249.8,237.1,218.3,125.6,245.8
250.8,235.4,224.5,126.2,245.9
251.9,235.1,224.1,127.6,248.1
248.2,232.4,222.3,125.8,245.9
241.9,219.6,213.8,119.8,239.1
240.7,211.3,208.9,117.9,234.0
240.0,209.7,207.2,118.4,236.6
239.0,210.7,206.2,117.9,237.4
238.3,210.0,206.5,117.6,237.1
238.8,210.0,207.9,116.4,238.1
238.5,206.8,210.3,118.5,235.2
210.2,173.0,188.7,106.4,200.6
182.8,150.6,169.5,92.1,173.4
180.8,149.6,172.5,91.4,170.7
179.5,153.3,173.9,91.3,170.8
182.6,152.2,175.5,90.2,171.9
183.3,151.8,175.4,90.8,172.1
182.0,148.6,174.0,91.1,169.6
190.9,166.9,181.0,96.1,182.7
227.1,221.0,206.3,111.0,226.2
248.9,235.7,221.5,125.5,247.5
255.2,242.0,228.9,125.8,256.6
255.8,240.7,230.0,128.2,257.4
250.5,238.3,222.8,126.8,249.4
249.8,237.1,218.3,125.6,245.8
250.8,235.4,224.5,126.2,245.9
251.9,235.1,224.1,127.6,248.1
248.2,232.4,222.3,125.8,245.9
241.9,219.6,213.8,119.8,239.1
240.7,211.3,208.9,117.9,234.0
240.0,209.7,207.2,118.4,236.6
239.0,210.7,206.2,117.9,237.4
238.3,210.0,206.5,117.6,237.1
238.8,210.0,207.9,116.4,238.1
238.5,206.8,210.3,118.5,235.2
210.2,173.0,188.7,106.4,200.6
182.8,150.6,169.5,92.1,173.4
180.8,149.6,172.5,91.4,170.7
179.5,153.3,173.9,91.3,170.8
182.6,152.2,175.5,90.2,171.9
183.3,151.8,175.4,90.8,172.1
182.0,148.6,174.0,91.1,169.6
190.9,166.9,181.0,96.1,182.7
227.1,221.0,206.3,111.0,226.2
248.9,235.7,221.5,125.5,247.5
255.2,242.0,228.9,125.8,256.6
255.8,240.7,230.0,128.2,257.4
250.5,238.3,222.8,126.8,249.4
249.8,237.1,218.3,125.6,245.8
250.8,235.4,224.5,126.2,245.9
251.9,235.1,224.1,127.6,248.1
248.2,232.4,222.3,125.8,245.9
241.9,219.6,213.8,119.8,239.1
240.7,211.3,208.9,117.9,234.0
240.0,209.7,207.2,118.4,236.6
239.0,210.7,206.2,117.9,237.4
238.3,210.0,206.5,117.6,237.1
238.8,210.0,207.9,116.4,238.1
238.5,206.8,210.3,118.5,235.2
210.2,173.0,188.7,106.4,200.6
182.8,150.6,169.5,92.1,173.4
180.8,149.6,172.5,91.4,170.7
179.5,153.3,173.9,91.3,170.8
182.6,152.2,175.5,90.2,171.9
183.3,151.8,175.4,90.8,172.1
182.0,148.6,174.0,91.1,169.6
190.9,166.9,181.0,96.1,182.7
227.1,221.0,206.3,111.0,226.2
248.9,235.7,221.5,125.5,247.5
255.2,242.0,228.9,125.8,256.6
255.8,240.7,230.0,128.2,257.4
250.5,238.3,222.8,126.8,249.4
249.8,237.1,218.3,125.6,245.8
250.8,235.4,224.5,126.2,245.9
251.9,235.1,224.1,127.6,248.1
248.2,232.4,222.3,125.8,245.9
241.9,219.6,213.8,119.8,239.1
240.7,211.3,208.9,117.9,234.0
240.0,209.7,207.2,118.4,236.6
239.0,210.7,206.2,117.9,237.4
238.3,210.0,206.5,117.6,237.1
238.8,210.0,207.9,116.4,238.1
238.5,206.8,210.3,118.5,235.2
210.2,173.0,188.7,106.4,200.6
182.8,150.6,169.5,92.1,173.4
180.8,149.6,172.5,91.4,170.7
179.5,153.3,173.9,91.3,170.8
182.6,152.2,175.5,90.2,171.9
183.3,151.8,175.4,90.8,172.1
182.0,148.6,174.0,91.1,169.6
190.9,166.9,181.0,96.1,182.7
227.1,221.0,206.3,111.0,226.2
248.9,235.7,221.5,125.5,247.5
255.2,242.0,228.9,125.8,256.6
255.8,240.7,230.0,128.2,257.4
250.5,238.3,222.8,126.8,249.4
249.8,237.1,218.3,125.6,245.8
250.8,235.4,224.5,126.2,245.9
251.9,235.1,224.1,127.6,248.1
248.2,232.4,222.3,125.8,245.9
241.9,219.6,213.8,119.8,239.1
240.7,211.3,208.9,117.9,234.0
240.0,209.7,207.2,118.4,236.6
239.0,210.7,206.2,117.9,237.4
238.3,210.0,206.5,117.6,237.1
238.8,210.0,207.9,116.4,238.1
238.5,206.8,210.3,118.5,235.2
210.2,173.0,188.7,106.4,200.6
182.8,150.6,169.5,92.1,173.4
180.8,149.6,172.5,91.4,170.7
179.5,153.3,173.9,91.3,170.8
182.6,152.2,175.5,90.2,171.9
183.3,151.8,175.4,90.8,172.1
182.0,148.6,174.0,91.1,169.6
190.9,166.9,181.0,96.1,182.7
227.1,221.0,206.3,111.0,226.2
248.9,235.7,221.5,125.5,247.5
255.2,242.0,228.9,125.8,256.6
255.8,240.7,230.0,128.2,257.4
250.5,238.3,222.8,126.8,249.4
249.8,237.1,218.3,125.6,245.8
250.8,235.4,224.5,126.2,245.9
251.9,235.1,224.1,127.6,248.1
248.2,232.4,222.3,125.8,245.9
241.9,219.6,213.8,119.8,239.1
240.7,211.3,208.9,117.9,234.0
240.0,209.7,207.2,118.4,236.6
239.0,210.7,206.2,117.9,237.4
238.3,210.0,206.5,117.6,237.1
238.8,210.0,207.9,116.4,238.1
238.5,206.8,210.3,118.5,235.2
210.2,173.0,188.7,106.4,200.6
182.8,150.6,169.5,92.1,173.4
180.8,149.6,172.5,91.4,170.7
179.5,153.3,173.9,91.3,170.8
182.6,152.2,175.5,90.2,171.9
183.3,151.8,175.4,90.8,172.1
182.0,148.6,174.0,91.1,169.6
190.9,166.9,181.0,96.1,182.7
227.1,221.0,206.3,111.0,226.2
248.9,235.7,221.5,125.5,247.5
255.2,242.0,228.9,125.8,256.6
255.8,240.7,230.0,128.2,257.4
250.5,238.3,222.8,126.8,249.4
249.8,237.1,218.3,125.6,245.8
250.8,235.4,224.5,126.2,245.9
251.9,235.1,224.1,127.6,248.1
248.2,232.4,222.3,125.8,245.9
241.9,219.6,213.8,119.8,239.1
240.7,211.3,208.9,117.9,234.0
240.0,209.7,207.2,118.4,236.6
239.0,210.7,206.2,117.9,237.4
238.3,210.0,206.5,117.6,237.1
238.8,210.0,207.9,116.4,238.1
238.5,206.8,210.3,118.5,235.2
210.2,173.0,188.7,106.4,200.6
182.8,150.6,169.5,92.1,173.4
180.8,149.6,172.5,91.4,170.7
179.5,153.3,173.9,91.3,170.8
182.6,152.2,175.5,90.2,171.9
183.3,151.8,175.4,90.8,172.1
182.0,148.6,174.0,91.1,169.6
190.9,166.9,181.0,96.1,182.7
227.1,221.0,206.3,111.0,226.2
